地區,國家名稱,館處中文名稱,館處外文名稱,駐外館處休假日編號(系統用),網址,館址(外文),信箱號碼,電話,緊急聯絡電話(中文),緊急聯絡電話(英文),傳真,主管(中文),主管(英文),職稱,EMAIL,上班時間,時差,轄區(中文),領務服務時間,所屬單位,消息來源
歐洲地區,捷克共和國,駐捷克代表處 (駐捷克台北經濟文化辦事處),"Taipei Economic and Cultural Office, Prague",304970000B,http://www.taiwanembassy.org/CZ,"Evropska 2590/33C,160 00 Praha 6 Czech Republic",,(002-420) 233-320-606,(002-420) 603-166-707 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-420) 603-166-707 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-420) 233-326-906,薛美瑜,"Hsueh, Mei-yu",代表,tecoprag@mbox.vol.cz,週一至週五08:00-12:00，13:00-17:00,較台灣時間慢7小時（4-10月慢6小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
歐洲地區,葡萄牙共和國,駐葡萄牙代表處 (駐葡萄牙台北經濟文化中心),Taipei Economic and Cultural Center,304980000B,http://www.roc-taiwan.org/PT,"Rua Castilho No.32-1, 1250-070 Lisboa, Portugal",,(002-351) 21-315-1279,(002-351) 96-273-5481 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-351) 96-273-5481 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-351) 21-315-1288,何建功,"Her, Jian-gueng",代表,taipeilisbon@gmail.com,週一至週五09:00-17:00,"較台灣慢7小時,10月至3月日光節約,時間較台灣慢8小時",領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-17:00,人事處,人事處
歐洲地區,斯洛伐克共和國,駐斯洛伐克代表處(駐斯洛伐克台北代表處),"Taipei Representative Office, Bratislava",391550000B,http://www.roc-taiwan.org/sk,"Mostov? 2, 811 02 Bratislava, Slovak Republic",,(002-421) 2-5825-3220；2-5825-3229,(002-421) 9-1510-8489 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-421) 9-1510-8489 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-421) 2-5825-3225,李南陽,David Nan-yang Lee,代表,svk@mofa.gov.tw,週一至週五09:00-17:00,1.較台灣時間慢7小時。2.自4月至10月止日光節約時間慢6小時。,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-12:00,人事處,人事處
歐洲地區,歐洲聯盟,駐歐盟兼駐比利時代表處,Taipei Representative Office in the EU and Belgium,391520000B,http://www.taiwanembassy.org/BE,"Boulevard du R?gent 40, 1000 Bruxelles, Belgique",,(002-32) 2511-0687,(002-32) 475-472-515 　 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-32) 475-472-515 　 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-32) 2511-1789,董國猷,"Tung, Kuo-yu",代表,bel@taipei-office.be,週一至週五09:00-12:30，13:30-17:30,較台灣時間慢7小時（4月至10月日光節約時間慢6小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
歐洲地區,比利時王國,駐歐盟兼駐比利時代表處,Taipei Representative Office in the EU and Belgium,391520000B,http://www.taiwanembassy.org/BE,"Boulevard du R?gent 40, 1000 Bruxelles, Belgique",,(002-32) 2511-0687,(002-32) 475-472-515 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-32) 475-472-515 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-32) 2511-1789,王萬里,"Wan-li,Wang",代表,wlwang@mofa.gov.tw,週一至週五09:00-12:30，13:30-17:30,較台灣時間慢7小時（4月至10月日光節約時間慢6小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
非洲地區,布吉納法索,駐布吉納法索大使館,Ambassade de la R?publique de Chine (Taiwan) au Burkina Faso,303540000B,http://www.taiwanembassy.org/BF,"2?me Etage de l'immeuble Henri VIMAL, Rue Pr. Joseph KI ZERBO, Ouagadougou, Burkina Faso",01 B P 5563 Ouagadougou 01 Burkina Faso,(002-226) 5031-6195,(002-226) 7664-4062；7222-3018 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-226) 7664-4062；7222-3018 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-226) 5031-6197,沈真宏,"Shen, Cheng-hong",大使,ambachine@fasonet.bf,週一至週五08:00-12:30，15:00-18:30,較台灣時間慢8小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
非洲地區,甘比亞共和國,駐甘比亞共和國大使館,"Embassy of the Republic of China, Banjul, The Republic of the Gambia",303550000B,,"100 Atlantic Boulevard, Fajara, The Gambia West Africa","P. O. Box 916, Banjul, The Gambia, West Africa",(002-220) 449-8989；449-8990,(002-220) 791-6122 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-220) 791-6122；355-6545 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-220) 449-8993,陳士良,"Chen, Shih-liang",大使,rocemb@gmail.com,周一至週五 08:00-16:00,較台灣時間慢8小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
非洲地區,奈及利亞聯邦共和國,駐奈及利亞代表處 (中華民國駐奈及利亞聯邦共和國商務代表團),"The Trade Mission of the ROC(Taiwan), Abuja, Federal Republic of Nigeria",304950000B,http://www.taiwanembassy.org/NG,"31, Katsina Ala Crescent, Maitama, Abuja, Nigeria","P. M. B. 5111, Abuja, Nigeria","(奈國對外國際電話系統時常中斷,聯繫時請以行動電話或電子信箱為宜)",(002-234) 8033-160-006；8037-030-309；8065-604-004 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-234) 8033-160-006；8037-030-309；8065-604-004 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.","(奈國對外國際電話系統時常中斷,聯繫時請以行動電話或電子信箱為宜)",楊天行,"Yang, Tien-hsing",代表,roctmtaiwan@yahoo.com,09:00-17:00,較台灣時間慢7小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),900:12:00,人事處,人事處
非洲地區,聖多美普林西比民主共和國,駐聖多美普林西比民主共和國大使館,Embaixada da Rep?blica da China (Taiwan) na Rep?blica Democr?tica de S?o Tom? e Pr?ncipe,303570000B,,"Embaixada da Rep?blica da China (Taiwan) Praia Emilia No.170, S?o Tom?, Rep?blica Democr?tica de S?o Tom? e Pr?ncipe","Caixa Postal 839 - Sao Tome, Republica Democratica de Sao Tome e Principe",(002-239) 222-8108,(002-239) 990-3398 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。 　※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-239) 990-3398 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-239) 222-1376,程豫台,Jack Y. T. Cheng,大使,taiwanstp@gmail.com,週一至週五08:30-12:30，14:00-18:00,較台灣時間慢8小時,週一至週五08:30-12:30，14:00-17:00,週一至週五08:30-12:30，14:00-17:00,人事處,人事處
非洲地區,南非共和國,駐南非代表處 (駐南非共和國台北聯絡代表處),Taipei Liaison Office in the Republic of South Africa,391010000B,http://www.taiwanembassy.org/ZA,"1147 Schoeman Street Hatfield, Pretoria 0083 Republic of South Africa","P. O. Box 649, Pretoria 0001, Republic of South Africa",(002-27) 12-430-6071~3,(002-27)82-802-9380 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-27) 82-906-1413；82-802-9380 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-27) 12-342-7110,徐佩勇,Michael P. Y. Hsu,代表,southafricatlo@gmail.com,週一至週五 08:30-12:30，13:30-17:30,較台灣時間慢6小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),自101年8月1日起調整為每週一至週五(例假日除外) 09:00 ~ 12:00 領務業務收件 12:00 ~ 13:30 不對外開放 13:30 ~ 16:00 領務業務發件,人事處,人事處
非洲地區,南非共和國,駐開普敦辦事處 (駐開普敦台北聯絡辦事處),Taipei Liaison Office in Cape Town,391030000B,,"Suite 1004, 10F., Main Tower, Standard Bank Centre, Hertzog Boulevard, Foreshore, Cape Town 8001 Republic of South Africa","P.O.Box 1122 ,Cape Town 8000 , Republic of South Africa",(002-27) 21-418-1188,(002-27) 83-292-5432；83-286-7061 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-27) 83-292-5432；83-286-7061 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-27) 21-425-3022,丘高偉,"Chiou, Gow-wei",處長,cpt@mofa.gov.tw,週一至週五，08:30-17:30,較台灣時間慢6小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
非洲地區,史瓦濟蘭王國,駐史瓦濟蘭王國大使館,"Embassy of the Republic of China (Taiwan), Mbabane, Kingdom of Swaziland",303390000B,http://www.taiwanembassy.org/SZ/,"Makhosikhosi Street, Mbabane, Kingdom of Swaziland","P. O. Box 56, Mbabane , Kingdom of Swaziland (Southern Africa)",(002-268) 2404-4740，2404-2379,(002-268)7602-6390 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-268) 2404-2379，7602-6390 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-268) 2404-6688,蔡明耀,"Tsai, Ming-yaw",大使,rocembassy@africaonline.co.sz,"週一至週五 08:30-12:30, 14:30-17:30",較台灣時間慢6小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
亞西地區,以色列,駐以色列代表處 (駐台拉維夫台北經濟文化辦事處),Taipei Economic and Cultural Office in Tel Aviv,303910000B,http://www.taiwanembassy.org/IL,"Azrieli Center, Round Building, 21st Fl.,132 Menachem Begin Rd. Tel-Aviv 67021, Israel",,(002-972) 3607-4788,(002-972) 544-275-204 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-972) 544-275-204 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-972) 3695-4742,張良任,"Chang, Liang-jen",代表,mofa@teco.org.il,週一至週五9:00-17:00，星期六、日為例假日,晚台灣6小時，實施夏日節約時間時晚台灣5小時。,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五9:00-12:00，星期六、日為例假日,人事處,人事處
亞西地區,約旦哈什米王國,駐約旦代表處 (中華民國駐約旦商務辦事處),Commercial Office of the Republic of China (Taiwan),304230000B,http://www.roc-taiwan.org/JO,"No. 18, Iritiria Street, Um Uthaina, Amman, Jordan","P. O. Box 2023 ,Amman 11181, Jordan",(002-962) 6-554-4426,(002-962) 79-555-2605 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-962) 79-555-2605、79-999-8418、79-575-0353 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-962) 6-554-4434,張雲屏,"Chang, Yun-Ping",代表,jor@mofa.gov.tw,,較台灣時間慢6小時(3月26日至10月止慢5小時),領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週日至週四09:00-12:30,人事處,人事處
亞西地區,科威特,駐科威特代表處 (駐科威特王國台北商務代表處),Taipei Commercial Representative Office in the State of Kuwait,304260000B,http://www.roc-taiwan.org/KW,"House No.18, Street No. 111, Block6, Al-Jabriya, State of Kuwait","P. O. Box 732, 32008 Hawalli, Kuwait（通信請用郵政信箱）",(002-965) 2533-9988；2532-4527,(002-965) 9974-3618 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-965) 9974-3618 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-965) 2533-3497,劉國興,"Liu, Kuo-Hsing",代表,kwt@mofa.gov.tw,週日至週四08:30-,較台北慢5小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週日至週四08:30-14:30,人事處,人事處
亞西地區,蒙古國,駐蒙古代表處 (駐烏蘭巴托台北貿易經濟代表處),Taipei Trade and Economic Representative Office in Ulaanbaatar,391540000B,http://www.roc-taiwan.org/MN,"3rd Floor, Taiwan Center, Chingeltei District, Ulaanbaatar, Mongolia","P. O. Box.1269, Ulaanbaatar-13, Mongolia",(002-976) 11-328-705;11-322-735,(002-976) 99-091-213 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-976) 99-091-213 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-976) 11-328-684,楊心怡,"Yang, Syin-yi",代表,mng@mofa.gov.tw,週一至週五09:00-12:30，13:30-18:00,與台灣無時差,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-16:00,人事處,人事處
亞西地區,阿曼王國,駐阿曼代表處 (駐阿曼王國台北經濟文化辦事處),"Taipei Economic and Cultural Office, Muscat, Oman",304220000B,http://www.roc-taiwan.org/OM,"Way no.1528,Villa no. 2058 Qurum 14 Muscat, Oman",P.O. Box 1536 P.C. 112 Ruwi Sultanate of Oman,(002-968) 2460-5695；2469-2313,(002-968) 9944-9875 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-968) 9944-9875 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-968) 2460-5402,李自正,"Lee, Tzu-cheng",代表,tecomuscat.oman@gmail.com,週日至週四08:30-12:30，13:30-17:30,較台灣時間慢4小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
亞西地區,俄羅斯聯邦,駐俄羅斯代表處 (台北莫斯科經濟文化協調委員會駐莫斯科代表處),Representative Office in Moscow for the Taipei-Moscow Economic and Cultural Coordination Commission,303750000B,http://www.taiwanembassy.org/RU,"24/2 Tverskaya St., Korpus 1, Gate 4, 4th Floor, Moscow, 125009, Russian Federation",,(002-7) 495-956-3786~90,(002-7) 916-837-6058 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-7) 916-837-6058 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-7) 495-956-3625,陳俊賢,"Chen,Chun-shen",代表,rus@mofa.gov.tw,週一至週五09:00-17:30,較台灣時間慢5小時(3月28日凌晨2時至10月26日凌晨2時日光節約時間慢4小時),領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
亞西地區,沙烏地阿拉伯王國,駐沙烏地阿拉伯代表處 (駐沙烏地阿拉伯王國台北經濟文化代表處),Taipei Economic and Cultural Representative Office in the Kingdom of Saudi Arabia,304330000B,http://www.taiwanembassy.org/SA,"Circle 10 Diplomatic Quarter, Riyadh, Kingdom of Saudi Arabia","P. O. Box 94393, Riyadh 11693, Kingdom of Saudi Arabia（通信請用郵政信箱）",(002-966) 1488-1900,(002-966) 505-223-725 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-966) 505-223-725 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-966) 1488-1716,林進忠,"Lin,Jinn-Jong",代表,sau@mofa.gov.tw,週六至週三 (08:00-16:00),較台灣時間慢 5 小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週六至週三 (09:00-12:00 領務遞件，13:00-14:00領務取件),人事處,人事處
亞西地區,沙烏地阿拉伯王國,駐吉達辦事處 (駐沙烏地阿拉伯王國台北經濟文化代表處吉達分處),"Taipei Economic and Cultural Representative Office in the Kingdom of Saudi Arabia, Jeddah Office",304340000B,,"No. 41 Al-Abaqerah St. (19) Al-Ruwais District/7, Jeddah Saudi Arabia。","P. O. Box 1114, Jeddah 21431 , Kingdom of Saudi Arabia（通信請用郵政信箱）",(002-966) 2660-2264,(002-966) 505-686-831 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-966) 505-686-831 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-966) 2665-7205,吳清泉,"Wu, Ching-chuan",處長,jed@mofa.gov.tw,週六至週三07:30-15:30(週四及週五為每週例假日,較台灣時間慢5小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週六至週三07:30-15:00,人事處,人事處
亞西地區,阿拉伯聯合大公國,駐杜拜辦事處 (駐阿拉伯聯合大公國杜拜商務辦事處),Commercial Office of the Republic of China to Dubai,304270000B,http://www.roc-taiwan.org/DXB,"M. Fl., Sharaf Travel Building, 153 Khalid Bin Al Waleed Rd., Bur Dubai, Dubai, United Arab Emirates","P. O. Box 3059, Dubai, United Arab Emirates （通訊務請使用郵政信箱）",(002-971) 4-397-7888,(002-971) 50-645-3018 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-971) 50-645-3018 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-971) 4-397-7644,張萬陸,"Chang, Wang-lu",處長,corocdxb@gmail.com,(駐地時間)星期日至星期四 08:00-16:00(中午不休息),較台灣時間慢4小時,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),(收件時間)星期日至星期四，08:00-12:00；(取件時間)星期日至星期四，13:30-14:30,人事處,人事處
亞西地區,土耳其共和國,駐土耳其代表處 (駐安卡拉經濟文化代表團),Taipei Economic and Cultural Mission in Ankara,304310000B,http://www.roc-taiwan.org/TR,"Rabat Sok. No:16, Gaziosmanpasa, Ankara 06700, Turkey",,(002-90) 312-436-7255,(002-90) 532-322-7162 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-90) 532-322-7162 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-90) 312-447-8465,陳進賢,James C.H.Chen,代表,turtaipei@gmail.com,週一至週五08:30-12:30，13:30-17:30,較台灣時間慢6小時（4-10月慢5小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-12:00收件，14:00-17:00發件,人事處,人事處
北美地區,加拿大,駐加拿大代表處 (駐加拿大台北經濟文化代表處),Taipei Economic and Cultural Office in Canada,304910000B,http://www.taiwanembassy.org/CA,"45 O'Connor Street, Suite 1960, Ottawa, ON KIP 1A4 Canada",,(002-1) 613-231-5080,(002-1) 613-762-6090 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 613-762-6090 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 613-231-7112,劉志攻,"Liu,Chih-kung",代表,teco@on.aibn.com,週一至週五09:00-17:00(中午不休息),較台灣時間慢13小時（4-10月慢12時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-16:00(中午不休息),人事處,人事處
北美地區,加拿大,駐溫哥華辦事處 (駐溫哥華台北經濟文化辦事處),"Taipei Economic and Cultural Office, Vancouver",304920000B,http://www.taiwanembassy.org/CA/YVR,"Suite 2200, PO Box 11522, 650 West Georgia Street, Vancouver, BC V6B 4N7, Canada",,(002-1) 604-689-4111,(002-1) 604-377-8730 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 604-377-8730 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 604-689-0101,曾永光,Michael Y. K. Tseng,處長,tecovan@telus.net,週一至週五，09:00-17:00；中午不休息。,較台灣時間慢16小時（4-10月慢15小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
北美地區,加拿大,駐多倫多辦事處 (駐多倫多台北經濟文化辦事處),"Taipei Economic and Cultural Office, Toronto",303930000B,http://www.taiwanembassy.org/CA/YYZ,"151 Yonge Street, Suite 501, Toronto, ON, M5C 2W7, Canada",,(002-1) 416-369-9030,(002-1) 416-587-8111 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 416-587-8111 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 416-369-0548,陳文儀,"Chen, Winston Wen-yi",處長,yyz@mofa.gov.tw,週一至週五09:00-17:00,較台灣時間慢13小時（4-10月慢12小時）,領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),,人事處,人事處
北美地區,美利堅合眾國,駐美國代表處 (駐美國台北經濟文化代表處),Taipei Economic and Cultural Representative Office in the United States,304790000B,http://www.taiwanembassy.org/US,"4201 Wisconsin Avenue, N.W., Washington, D.C. 20016, U.S.A.",,(002-1) 202-895-1800,(002-1) 202-895-1885；202-669-0180 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 202-895-1885；202-669-0180 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 202-363-0999,金溥聰,"King, Pu-tsung",代表,usa@mofa.gov.tw,週一至週五08:30-17:30,較台灣時間慢13小時 (夏令時間慢12小時),領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-17:00,人事處,人事處
北美地區,美利堅合眾國,駐亞特蘭大辦事處 (駐亞特蘭大台北經濟文化辦事處),Taipei Economic and Cultural Office in Atlanta,303060000B,http://www.taiwanembassy.org/US/ATL,"1180 West Peachtree St., Suite 800, Atlantic Center Plaza, Atlanta, Georgia 30309, USA",,(002-1) 404-870-9375,(002-1) 404-358-3875 ※急難救助電話專供緊急求助之用(如車禍、搶劫、有關生命安危緊急情況等)，非急難重大事件，請勿撥打；一般護照、簽證等事項，請於上班時間以辦公室電話查詢。,"(002-1) 404-358-3875 ※This phone number is for emergencies only, such as car accidents, robberies, life or death situations, etc. Please do not call this number for non-emergency issues. For general questions about passports, visas and other issues, please contact us during office hours via our normal line.",(002-1) 404-870-9376,戴輝源,"Tai, Huei-yuan",處長,tecoatl@teco.org,週一至週五08:30-17:30,較台灣時間慢13小時 (夏令時間慢12小時),領務轄區請參閱本部領務局網站(http://www.boca.gov.tw),週一至週五09:00-17:00,人事處,人事處
